project_name,github_link,readme_documentation_score,commit_activity_score,dfx_json_score,total_score,readme_documentation_comments,commit_activity_comments,dfx_json_comments
Mercatura-Developers-Team/Mercx,https://github.com/Mercatura-Developers-Team/Mercx.git,3,2,1,6,"The README provides a solid general description of the MercX platform, its problem domain, key features, and business impact, and it is well‑structured with clear headings and good grammar. However, it lacks essential practical information: there are no setup or local development instructions, no integration guide for developers wishing to use the canisters or APIs, and no contribution guidelines for potential collaborators. Because the documentation covers the high‑level overview but is missing these critical elements, it falls into the “basic documentation present but missing some important elements” category.","2 - Commits every other week. Weekly development summary: Week of 2025-09-15: This week we delivered several minor updates and bug fixes across the codebase, refining existing functionality and improving stability. The changes enhance performance and address user‑reported issues, resulting in a smoother overall experience.; Week of 2025-09-22: This week the backend was updated to use the correct canister IDs for MercX and KYC and the pool‑analytics storage logic was refactored for cleaner snapshot handling. The frontend received a visual overhaul: a new particle‑background component (HomeBg.jsx) using the added ogl library, a redesigned “features” grid on the Home page, a ProtocolStats component integrated into the Pools view, and snapshot recording in PoolAnalyticsCharts was switched to a per‑pool approach; minor UI tweaks such as a higher‑z‑index Navbar were also applied. Overall, these changes improve integration reliability, add fresh UI elements, and enhance analytics functionality.",dfx.json file found - indicates ICP/Dfinity project structure
CoFi-Xyntra/copilot-finance,https://github.com/CoFi-Xyntra/copilot-finance,3,0,1,4,"The README provides a clear and well‑formatted general description of the project, outlining its purpose, high‑level capabilities, and key features. The language is concise and the use of emojis and sections makes it easy to read. However, it lacks critical technical documentation: there are no setup or installation instructions for developers who want to run the project locally, no guide on how to integrate the assistant into other applications, and no contribution guidelines (e.g., how to submit issues or pull requests, code style, testing procedures). Without these elements, the documentation is only a basic overview rather than a complete developer‑oriented guide, which is why it falls into the “Fair” category.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
Bonded2/Bonded-App,https://github.com/Bonded2/Bonded-App,4,1,1,6,"The README provides a solid overview of the Bonded app, including a clear project description, architecture diagram, feature list, and tech‑stack details. It offers comprehensive local‑development setup instructions (prerequisites, cloning, dependency installation, starting a local ICP network, deploying the canister, generating declarations, and running the frontend). Deployment steps and a quick‑deploy guide are also included. Contribution guidelines are present and the repository structure is well‑documented.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-01: This week a new backend endpoint `get_timeline` was added with a matching `fetchTimeline` method in the frontend API service, and two utility modules (AI CDN loader and Node polyfills) plus a `fix-dev-issues.sh` script were introduced. Numerous UI components were updated to use a unified, larger, responsive back‑button design with improved styling, hover effects, and media‑query breakpoints. The registration flow was refined to correctly reuse the authenticated API instance and the login logo was switched to the gray version.",dfx.json file found - indicates ICP/Dfinity project structure
VishalVermaa01/verdictXR,https://github.com/VishalVermaa01/verdictXR,4,2,1,7,"The README provides a clear project overview, outlines the main modules, and includes a concise project structure. It offers functional local‑development setup instructions for both the ICP backend and the React/WebXR frontend, and a usage flow that guides a new user through authentication, trial creation, evidence upload, and interacting with the AI judge. It also points to the AI prompt template and includes brief hackathon/demonstration notes.","2 - Commits every other week. Weekly development summary: Week of 2025-09-15: This week we added new Privacy and Terms of Use pages and delivered a complete redesign of the virtual courtroom, overhauling its UI and interaction flow while consolidating earlier scene changes. The frontend was refreshed with an upgraded theme and updated logic, improving visual consistency and overall behavior. Together, these updates boost compliance, streamline the courtroom experience, and provide a more polished, user‑friendly interface.; Week of 2025-09-22: This week the VR courtroom was expanded with new Three.js modules (Characters, CourtroomGeometry, CourtroomControls) that are now imported in CourtroomVRFullPage, and the Dashboard component was enhanced to persist trial state via sessionStorage, receive a dark animated UI style, and navigate back to “/dashboard”. A new standalone “newCourtfrontend” folder containing HTML, CSS, JS, and package files was added, and the project’s dependencies were updated to include @types/three, the latest three v0.180.0, and related libraries. These changes improve the immersive experience, add state‑management across sessions, and lay groundwork for a separate frontend implementation.",dfx.json file found - indicates ICP/Dfinity project structure
Unknowners/notonlybitcointips,https://github.com/Unknowners/notonlybitcointips,3,1,1,5,"The README provides a clear project structure, deployment commands, and brief overviews of the backend and frontend functionalities, which gives readers a basic understanding of what the project does. It also includes a simple contribution workflow, licensing information, and support links.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: Implemented secure session storage with automatic loading, timeout handling, and logout cleanup. Added a local ICP Ledger canister for development testing, updated deployment configuration to use the mainnet ledger and removed the extra canister, and introduced comprehensive logging and validation for ICP withdrawals. Refactored the withdrawal flow to eliminate redundant balance checks, relying on frontend limits and the ledger’s own validation, simplifying the backend logic.",dfx.json file found - indicates ICP/Dfinity project structure
DeTrustLabs/escrow-protocol,https://github.com/DeTrustLabs/escrow-protocol,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
sorbadek/micha,https://github.com/sorbadek/micha,4,0,1,5,"The README provides a solid overview of the project, including a clear description of Peerverse’s purpose, key features, business model, and vision. The local development setup is thorough, listing prerequisites, step‑by‑step installation commands for both the backend and frontend, instructions for configuring canister IDs, and how to run the application locally. The structure is logical with appropriate headings, and the markdown formatting makes it easy to read.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
WCHL25/transkripin,https://github.com/WCHL25/transkripin,4,2,1,7,"The README provides a solid project overview, clear feature list, and a well‑structured tech‑stack section. It includes practical setup instructions for local development: installing FFmpeg, downloading the Whisper model, cloning the repo, running the Rust transcribe service, starting the ICP replica, and deploying canisters. The formatting is clean and the language is clear.","2 - Commits every other week. Weekly development summary: Week of 2025-09-08: Added new backend API queries `get_final_result` and `list_user_final_results` (and corresponding declarations) to expose final transcription/summarization results per user. Refactored the upload module by extracting transcription‑related helpers into a dedicated `service` package (renaming and moving `call_ollama.rs`/`call_transcription.rs`, adding `fetch_transcription.rs` and a service index) and simplifying the `get_transcription_status` logic. Minor frontend tweaks (console logging, semicolon fix) and a small change to the canister ID environment handling accompany the core updates.; Week of 2025-09-15: We added a chunk‑based in‑memory upload system with a new artifact that stores bookmark‑status metadata, and introduced UI upgrades such as lazy‑loading, empty‑data messaging, bookmark toggling, searchable and filterable artifact lists, plus new frontend sections (Explore, My Work, saved‑work). Transcription now delivers segmented, seekable output and artifact handling was expanded with file‑search, auto‑generated titles, enhanced detail pages, while backend stability was improved by fixing errors, removing the use‑debounce package, and refactoring save‑final‑result logic. Together these changes boost performance, enrich user workflows, and increase overall reliability.; Week of 2025-09-22: This week we introduced a chunked file‑upload system with frontend chunk retrieval and backend finalization, added new UI features such as a file‑loading capability, a responsive “recent work” layout, toggleable saved‑works/explore views, bookmark and share buttons on work‑detail pages, and an access‑check for private artifacts. Existing components were refined—including the audio interface, title updates, debounce handling, and data‑type handling—while the upload infrastructure was hardened by separating file chunks into stable memory and fixing build‑script paths and error‑signature issues. Together these changes boost usability, responsiveness, and overall stability of the platform.",dfx.json file found - indicates ICP/Dfinity project structure
AmaanSayyad/apt-casino-motoko,https://github.com/AmaanSayyad/apt-casino-motoko,2,1,1,4,"The README provides a clear project overview, feature list, architecture details, and game mechanics, which gives readers a good sense of what the APT‑Casino does and how it’s built. However, it lacks essential practical information. There are no setup or installation instructions for running the project locally (e.g., cloning the repo, installing dependencies, building the Motoko contracts, or launching the Next.js frontend). There is no integration guide for developers who might want to use the casino’s contracts or APIs, nor are there contribution guidelines, code‑style conventions, testing instructions, or a roadmap. While the formatting and grammar are generally solid, the missing core sections make the documentation insufficient for developers to get started or contribute, resulting in a rating of **2 – Poor**.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-01: Added comprehensive governance files (contributing guidelines, code of conduct, MIT license, issue‑report templates) and extensive multi‑blockchain deployment documentation for Aptos and ICP, alongside detailed deployment guides, canister architecture notes, and troubleshooting resources to improve onboarding and deployment clarity. Enhanced both mainnet and local deployment scripts with safety checks, authentication, balance verification, user confirmations, richer error handling, and cleaned up package metadata by removing unused scripts and dependencies. Refactored the project structure—moving frontend assets to a root public folder, consolidating configuration files, and pruning outdated documentation—to modernize the codebase and ready it for a Next.js implementation.",dfx.json file found - indicates ICP/Dfinity project structure
digitull/Socialwave2-2025-08-20-21653077507511,https://github.com/digitull/Socialwave2-2025-08-20-21653077507511/,3,2,1,6,"The README provides a solid high‑level overview of the project – a clear one‑liner, target audience, problem statement, feature list, differentiators, pricing, and some technical details about the ICP proof layer. The structure and formatting are clean, and the language is generally clear and free of major grammatical issues.","2 - Commits every other week. Weekly development summary: Week of 2025-09-15: This week we delivered a series of minor updates and bug fixes that refined existing functionality and improved overall stability. The changes address several small issues, resulting in smoother performance and a more reliable user experience. No new features were added, but the incremental improvements enhance the quality of the current product.; Week of 2025-09-22: Minor updates and fixes.",dfx.json file found - indicates ICP/Dfinity project structure
akup/multicanister,https://github.com/akup/multicanister,3,1,1,5,"The README provides a solid project overview and fairly detailed local‑development setup instructions (installing pnpm, loading submodules, installing PocketIC, ic‑wasm, and didc). It explains the core canisters and the purpose of the Pocket IC Core Service, which gives readers a good sense of what the project does. However, the documentation lacks several key elements: there is no integration guide or usage examples showing how to interact with the REST API or the CLI, no instructions for building/running the services after installation, and no contribution guidelines (e.g., coding standards, testing, PR process). The file also ends abruptly during the `didc` installation section, indicating incomplete content. Minor grammar and typographical errors (“seemless”, “inhouse”, “t”) affect readability. Overall, the README covers the basics but is missing important sections and polish, placing it at a “Fair” level.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-22: Implemented new CI/CD workflows, including a two‑stage canister deployment and Docker image building. Added tooling for SNS canister management—IC submodule integration, build scripts, and support for passing init arguments via files/YAML. Cleaned up debug code, updated comments and assets, improving overall maintainability.",dfx.json file found - indicates ICP/Dfinity project structure
tarrpurra/Memantic,https://github.com/tarrpurra/Memantic,3,2,1,6,"The README provides a decent amount of setup information for local development—commands to start the replica, deploy canisters, create the required `.env` file, generate the candid interface, and run the frontend server. It also points to a contribution guide and includes a tech‑stack image.","2 - Commits every other week. Weekly development summary: Week of 2025-09-01: This week the frontend configuration was simplified (dev mode always true, environment loading trimmed) and all routing imports were corrected to react‑router‑dom, while CSP headers were added to dfx.json for better security. The backend service received a major overhaul: a new _createAgent helper with detailed dev‑agent setup, direct idlFactory import, and expanded connection tests in BackendTest, improving local debugging and integration. Minor clean‑ups include removing the troubleshooting guide, dropping an unused Tailwind plugin, and updating dependency lockfiles.; Week of 2025-09-08: Documentation was updated and the deployment process was prepared for the upcoming release. The user interface received visual enhancements, and the authentication issue was fixed. Overall, these changes improve usability, reliability, and readiness for production.; Week of 2025-09-15: Voting-related code was optimized by reducing the outcall cycle budget and adding robust vote‑status checks, with the Marketplace and MemeCard components receiving refactored logic for safe ID handling and the Portfolio view now periodically refreshing meme vote counts. Authentication initialization was hardened to correctly restore stored identities, include a local‑development Internet Identity URL, and avoid treating the anonymous principal as a logged‑in user. These updates improve performance, UI responsiveness, and reliability of the voting and auth flows.; Week of 2025-09-22: Implemented a full feedback system—including new `Feedback` types, storage, admin APIs (approve, delete, list), a frontend `FeedbackForm` component, and queries for approved feedback and stats—plus unique‑user tracking with a `get_total_users` query. Updated the meme‑generation out‑call to a better AI model, added vote‑duplication protection, refined UI components across Landing, Portfolio, and Marketplace (new icons, stats displays, CSP tweaks), and streamlined AuthClient setup with a longer login TTL. These changes expand user interaction, improve data integrity, and enhance both backend functionality and frontend experience.",dfx.json file found - indicates ICP/Dfinity project structure
fraktal-app/fraktal,https://github.com/fraktal-app/fraktal,3,1,1,5,"The README provides clear **setup instructions for local development**, including cloning the repo, environment setup, dependency installation, DFX commands, and ngrok tunnels. It also includes a **tech‑stack table** and a **folder‑structure diagram**, which help readers understand the project's organization.",1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-22: This week the Discord bot’s error logging was cleaned up for clearer output (services/discord-bot/bot.js). The backend API was refactored – the `/create‑user` endpoint was reformatted and additional routes were added to extend server functionality (src/backend/index.ts). The project README was also expanded with a concise description of Fraktal’s purpose (README.md).,dfx.json file found - indicates ICP/Dfinity project structure
zxfae/Qubex-Protocol,https://github.com/zxfae/Qubex-Protocol,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
AlexandriaDAO/daopad,https://github.com/AlexandriaDAO/daopad,3,3,1,7,"The README provides a solid high‑level description of the project, its motivation, and the overall architecture. It includes clear deployment steps for mainnet (prerequisites, cloning, identity setup, deployment script, and basic health‑check commands) and outlines current capabilities and future work.","3 - Commits every week. Weekly development summary: Week of 2025-09-01: This week we launched a revenue‑share system for ALEX token stakers and a per‑user LP‑locking canister, refreshed the frontend for greater stability, and completed a basic security audit, expanding staking incentives, improving liquidity management, and strengthening platform reliability. We also added Claude‑powered GitHub workflows for automated code review and PR assistance and separated the Konglocker component from the Daopad module, enhancing CI/CD automation, modularity, and maintainability. Together, these updates boost user incentives, security, and development productivity while streamlining the codebase.; Week of 2025-09-08: This week we introduced a new deployment workflow that removes the dependency on kong‑locker, added domain‑registration support, and delivered multiple UI enhancements across the frontend and the kong‑locker interface. We also added a V1 lock canister with a functional UI and basic API documentation, providing locking capabilities, and performed a frontend cleanup to improve code quality and UI consistency. Together, these changes streamline deployment, expand platform functionality, and enhance the overall user experience.; Week of 2025-09-15: This week we added DAO settings and user‑role management screens to the frontend and introduced a new voting flow that creates an Orbit wallet, complemented by backend support for Orbit integration and locked‑token wallet creation. UI components were migrated to the shadcn library, the backend was refactored to reference Orbit, and redundant documentation was cleaned up. These updates expand token‑management capabilities, improve the user interface, and streamline the codebase for easier maintenance.; Week of 2025-09-22: Implemented Poper proposal querying and added an address book for managing contacts. Introduced a new approval workflow that consolidates proposal handling with treasury actions. These changes enhance governance tooling and streamline user interactions.",dfx.json file found - indicates ICP/Dfinity project structure
SKant03/ICPad,https://github.com/SKant03/ICPad,3,2,1,6,"The README provides solid setup instructions for local development, including prerequisites, DFX installation, cloning, dependency installation, network startup, canister deployment, and frontend launch. It also details frontend and backend development workflows, network configurations, canister integration code snippets, and deployment steps, which are useful for integration. However, it lacks a clear, high‑level project description at the beginning, and the contribution guidelines are cut off and incomplete. While the structure and formatting are generally good, the missing introductory overview and unfinished contribution section are notable gaps, keeping the overall quality at a fair level.","2 - Commits every other week. Weekly development summary: Week of 2025-09-01: The marketplace was significantly upgraded with automatic creator‑ID fetching, template management, authentication requirements, enhanced UI (including better text wrapping, improved template cards, and search by creator name), and fixes to canister and Internet Identity integration. State management, error handling, and loading states were also refined, and a minor popup feature was added while fixing a rating‑feature bug. Overall, these changes improve usability, reliability, and the developer experience in the marketplace.; Week of 2025-09-08: We added a full Motoko compilation pipeline with real code analysis, parsing, WASM generation, and new UI components (CompilationResults, Terminal), while enhancing deployment logging, error handling, and fixing project creation, routing, and canister actor initialization. The ICPad application received major updates, including revised backend interface definitions, new backend functionality, and upgraded front‑end components such as the IDE page, Navbar, settings UI, IDE/Principal contexts, and refined canister service utilities. Additionally, we cleaned the repository by removing temporary files and merged ongoing work, delivering a smoother user experience and overall boost in system functionality.; Week of 2025-09-15: The week’s work centered on a major README.md overhaul, adding emojis, richer descriptions, clearer feature listings, and an updated architecture overview. No new code, files, or functional features were introduced. The impact is primarily improved documentation and presentation.",dfx.json file found - indicates ICP/Dfinity project structure
memeett/icp,https://github.com/memeett/icp,0,2,1,3,No documentation assessment provided.,"2 - Commits every other week. Weekly development summary: Week of 2025-09-01: Minor updates and fixes.; Week of 2025-09-08: This week introduced a loading‑overlay UI for the authentication flow, an AI‑powered chat feature, basic invoicing capabilities, and a new financial‑summary view for users. Existing components were refined: the real‑time chat system gained optimistic UI updates, bidirectional‑messaging bugs and a coin‑chat issue were fixed, UI tweaks and better error handling boosted performance, and minor housekeeping (e.g., .gitignore) was applied. Together, these changes expand functionality, improve reliability, and deliver a smoother user experience.; Week of 2025-09-15: We added a runtime file and introduced a `notCurrentUser` filter to the GetAllUser function for displaying freelancers, refactored the JobDetailPage component, updated documentation with a new README, and removed the aiAdvisor feature. UI/UX across several pages and the chat interface were refreshed, while authentication, file, import, and other bugs were fixed and unnecessary markdown files cleaned up. These changes enhance functionality, stability, usability, and overall code organization.",dfx.json file found - indicates ICP/Dfinity project structure
codemicah/megfi,https://github.com/codemicah/megfi,3,0,1,4,"The README provides a solid project overview, lists key features, and includes fairly detailed local‑development setup instructions (installing Rust and a C compiler, installing npm dependencies, starting the replica, deploying canisters, generating candid interfaces, and running the frontend). It also points to external documentation for the broader ICP ecosystem and notes environment‑variable considerations for the frontend.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
ReCheck-io/iob-log-service,https://github.com/ReCheck-io/iob-log-service,3,1,1,5,"The README provides a solid high‑level overview of the project—key features, what the service does, architectural components, and a clear directory layout. The description and feature list are well‑structured and the formatting is clean. However, it lacks essential practical information: there are no setup or installation instructions for getting the service running locally (no prerequisites, dependency installation, build steps, or Docker/NGINX configuration details). Integration guidance is limited to a generic description of how the service talks to the main IoB platform, but no concrete API usage examples, authentication setup, or endpoint documentation. There is also no contribution guide (no code style, testing, PR process, or contact information). Because the core project description is present but the critical developer‑oriented sections are missing, the documentation falls into the “Fair” category.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: A full Next.js front‑end for the tokenization service was introduced, replacing the placeholder `ui/.gitkeep` with a complete UI scaffold (config files, package manager setup, TypeScript config, CSS, and a dashboard with token pages). Hundreds of reusable UI components (buttons, dialogs, tables, charts, navigation, etc.) and related hooks/utilities were added to support token management and display. This adds a functional, styled user interface on top of the existing API and canister back‑ends.",dfx.json file found - indicates ICP/Dfinity project structure
vanisharma24/Orpheus,https://github.com/vanisharma24/Orpheus.git,4,2,1,7,"The README provides a solid project overview, clear feature list, and a well‑structured technology stack section. It includes thorough local development setup instructions—prerequisites, cloning, installing dependencies, starting the Internet Computer replica, deploying canisters, and running the frontend server. The development setup for both frontend and backend is detailed, and there’s a basic deployment guide for local environments.","2 - Commits every other week. Weekly development summary: Week of 2025-09-15: This week the front‑end was migrated to Vite, the project was renamed to “orpheus”, and routing was added via react‑router‑dom, introducing a full set of new pages (dashboard, workspace, community, wallet connection, project onboarding, settings, search, messages, etc.). New audio handling code (OrpheusAudioEngine and a useAudioEngine hook) and a CollabNavbar component were added, and the main App.tsx was refactored to use the new router and navigation. The README was cleared and the public video file renamed, completing the transition from the original hello‑frontend scaffold to a richer music‑collaboration platform.; Week of 2025-09-22: This week added a full $MUSE token system—including backend Rust structs, Candid IDL, Rust canister methods, and frontend API calls, UI components (TokenBalance, TokenTransfer, CollaborationRewards) and integration into the dashboard—while also introducing a new MusicWorkspace page and an ErrorBoundary wrapper for the app. Supporting changes include adding the ic‑stable‑structures crate, new service files, and extensive README/TODO updates. These enhancements expand Orpheus from a basic collaboration demo to a token‑enabled platform with improved error handling and a dedicated workspace.",dfx.json file found - indicates ICP/Dfinity project structure
kd-s-t/splitsafe,https://github.com/kd-s-t/splitsafe,3,3,1,7,"The README provides solid **setup instructions** for local development (environment setup, dependency installation, dev server start, scripts for setting balances, and testing/seeding procedures). It also lists the project's current features and upcoming roadmap, which gives some context about what the application does.","3 - Commits every week. Weekly development summary: Week of 2025-09-01: Implemented a hybrid ICP‑Pusher architecture that powers a full‑featured real‑time chat and notification system for escrow events—including messenger‑style bubbles, unread‑count tracking, QR‑code modal, AI‑assistant nickname parsing, fee summaries, an associates module, and a contacts contract—while consolidating authentication into a single context. The UI/UX was overhauled with the SplitSafe rebranding, messenger‑style chat UI, auto‑scroll, inline tooltips, loading skeletons, empty states, refined recipient handling, and extensive TypeScript/ESLint/Sentry/Husky clean‑ups that removed warnings and hard‑coded credentials. Together, these updates deliver faster, more reliable real‑time feedback, stronger security, and a markedly higher‑quality, polished user experience across the platform.; Week of 2025-09-08: This week we introduced major new functionality, adding basic‑ and milestone‑escrow pages, a ConfirmedEscrowDetails component, and a full Associates module with its backend contract, frontend hooks, and common ICP‑principal validation logic. Existing features were refined by fixing type and property errors, updating the contacts model, enhancing email notifications with a “nudge” button, and consolidating shared types, constants, and hooks for better maintainability. Security and code quality were hardened by moving Pusher credentials to server‑side environment variables via GitHub Actions‑driven SSM, eliminating public keys, and resolving numerous ESLint, TypeScript, and Motoko warnings, resulting in a cleaner, more stable, and secure build.; Week of 2025-09-15: We delivered a full milestone‑escrow system with contract‑file upload and signing flows, adding new schema fields, UI components (MilestoneStatusBadge, escrow overview, upload/download buttons) and backend type updates to support transaction variants, validation, and email notifications. We also hardened security and deployment by removing public secrets, tightening Pusher authentication, updating Terraform and CI pipelines, and fixing numerous TypeScript/ESLint issues while reorganizing the codebase and improving documentation. These changes dramatically improve escrow reliability, type safety, build stability, and overall developer and user experience.; Week of 2025-09-22: This week we added a new Regional Marketing demo video, standardized badge names, introduced toast‑notification UI elements with bug fixes, and made the Populate Test Data button available in production. Milestone management was significantly enhanced with inline editing of start dates and durations, automatic end‑date calculation, date‑picker UI and hover effects, and the feature table and documentation were expanded to cover Configuration, Scheduled Payment Release, Lifecycle Tracking, and Release Payment Tracking. We also resolved Motoko warnings, added a mainnet deployment script with updated dfx configuration, and updated the README to reflect these changes.",dfx.json file found - indicates ICP/Dfinity project structure
Jack0thy/Constellation_Protocol,https://github.com/Jack0thy/Constellation_Protocol,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
rishab36/parking-finder,https://github.com/rishab36/parking-finder,2,1,1,4,"The README provides a strong visual introduction, a clear project description, and detailed feature/technology tables, which give readers a good sense of what the application does and its tech stack. However, it lacks essential practical documentation: there are no step‑by‑step setup or local development instructions, no explicit “Getting Started” section, no detailed integration guide beyond a brief mention of a demo URL, and no contribution guidelines or code of conduct. Without these core elements, developers cannot easily clone, build, or contribute to the project, which makes the documentation incomplete despite its good presentation and grammar.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: Added comprehensive Internet Computer (ICP) integration for the parking app, including a Motoko canister with CRUD operations, a TypeScript ICP agent, a React demo component with real/mock data toggling, and full deployment documentation. Updated the README to detail the new blockchain features and installation steps. These changes enable persistent on‑chain parking data, real‑time availability updates, and satisfy the WCHL requirement for an IC component.",dfx.json file found - indicates ICP/Dfinity project structure
GeheshbabuD/cryptexid-website1,https://github.com/GeheshbabuD/cryptexid-website1,3,1,0,4,"The README provides clear setup instructions for local development (npm start, test, build, eject) and links to the official Create React App documentation, which makes getting the project running straightforward. However, it lacks a substantive project description—beyond the generic “Getting Started with Create React App” heading there’s no overview of what the application does or its purpose. There are no integration or usage guides for consumers of the code, and no contribution guidelines (e.g., how to submit issues or pull requests). The structure and formatting are clean and the language is grammatically sound, but the missing contextual and collaborative information limits its completeness, placing it at a “fair” level.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-15: Four new GitHub Actions workflow files were added—`webpack.yml`, `npm-publish.yml`, `npm-publish-github-packages.yml`, and `static.yml`. These introduce automated build, npm publishing, GitHub Packages publishing, and static site deployment pipelines, extending the project’s CI/CD capabilities. No existing source files were modified.",No dfx.json file found - may not be using standard ICP/Dfinity development tools
FundVerse499/FundVerse,https://github.com/FundVerse499/FundVerse,3,0,1,4,"The README provides solid **setup instructions** for local development, including DFX commands, deployment steps, and how to run both the backend and frontend. It also mentions environment‑variable considerations for the frontend. However, the **project description** is minimal—there is no clear explanation of what “FundVerse” does, its purpose, or its core features. There is no **integration guide** for consuming the canisters from other projects, nor are there any **contribution guidelines** (e.g., how to submit issues or pull requests, coding standards, testing procedures). The overall structure is clear and the formatting/grammar are acceptable, but the lack of these key sections limits the documentation’s completeness, placing it at a fair level.",No commits found during hackathon period.. No weekly development activity to summarize.,dfx.json file found - indicates ICP/Dfinity project structure
icdevs/evm-dao-governance,https://github.com/icdevs/evm-dao-governance,2,2,1,5,"The README provides a high‑level overview of the project’s purpose, architecture, and feature set, along with several nice diagrams that illustrate system components and user flow. However, it lacks the core elements that make documentation truly useful:","2 - Commits every other week. Weekly development summary: Week of 2025-09-01: This week the project added full Sign‑In‑with‑Ethereum (SIWE) support: a new deploy‑siwe.sh script, a custom ic_siwe_provider canister entry in dfx.json, and fresh Svelte components (SiweLogin, siwe.js, wallet.js) together with upgraded frontend dependencies (ic‑siwe‑js, viem, newer DFINITY libraries). The token‑setup script was refactored to accept multiple MetaMask addresses, validate them, convert them to a JSON array, and improve error handling and forge‑availability checks. Legacy frontend_old files were removed and the .gitignore cleaned, streamlining the codebase.; Week of 2025-09-08: Added a new `dev-init.sh` script to streamline development setup and removed an unnecessary quorum configuration line. Fixed several frontend issues, notably addressing screen flashing caused by a reactive statements loop and other miscellaneous bugs. Overall, the changes improve developer onboarding and front‑end stability.",dfx.json file found - indicates ICP/Dfinity project structure
Reputation-DAO/Reputaion-DAO,https://github.com/Reputation-DAO/Reputaion-DAO,2,2,1,5,"The README provides a clear high‑level overview of the project, its use‑cases, key rules, technical design, and next steps, and it is well‑structured and reasonably free of grammatical errors. However, it lacks essential practical documentation:","2 - Commits every other week. Weekly development summary: Week of 2025-09-08: This week a new “factoria” factory canister was introduced (added to dfx.json, new source file, test scripts, and a size‑optimisation flag) to enable scalable creation and reuse of child Reputation DAO canisters. The Reputation DAO child canister code was refactored—factory now encodes init arguments, hashing was switched to a wrap‑multiply FNV implementation, and unused boilerplate was removed—while a minor UI link in the Hero component was updated. Overall, the changes add a scalable deployment model and improve performance/maintainability of the reputation system.; Week of 2025-09-15: The team integrated a modern Tailwind‑based UI from the newUI branch, replacing the old frontend while preserving backend services, updating canister IDs and dependencies, and adding tsconfig path mappings. They also cleaned up duplicate source files, corrected import paths, and resolved merge conflicts, delivering an error‑free build. Minor updates and fixes further stabilized the codebase, resulting in a refreshed UI and a more maintainable, reliable application.; Week of 2025-09-22: Minor updates and fixes were applied throughout the codebase, refining existing functionality and enhancing overall stability. These improvements address small bugs and polish the current features, boosting reliability without adding new capabilities.",dfx.json file found - indicates ICP/Dfinity project structure
zeyadlotfy11/Asl-project,https://github.com/zeyadlotfy11/Asl-project,2,1,1,4,"The README provides a solid high‑level overview of the project—its purpose, vision, key achievements, and a detailed technology stack. The visual badges, live demo links, and a partial architecture diagram help convey what the system does and how it’s built.","1 - 1 or 2 commits. Weekly development summary: Week of 2025-09-22: This week a full Flutter mobile application ( asl_flutter ) was added, introducing Android/iOS UI, Riverpod state management, GoRouter navigation, Hive caching, and complete ICP backend integration with new screens, services, models, providers, and widgets for authentication, artifacts, proposals, NFTs, profiles, and settings. The project documentation was expanded in README.md to include a mobile‑app section, a download link, and detailed architecture notes. Overall, the changes bring a new cross‑platform client to the existing web/Canister backend, dramatically extending the platform’s reach.",dfx.json file found - indicates ICP/Dfinity project structure
prp101/develo-dao,https://github.com/prp101/develo-dao,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
dickhery/ICP_Ad_Network,https://github.com/dickhery/ICP_Ad_Network,0,0,0,0,No documentation assessment provided.,No commits found during hackathon period.. No weekly development activity to summarize.,No dfx.json file found - may not be using standard ICP/Dfinity development tools
